time;perfect;measurement;prediction
69.200000;471.944000;510.563773;486.694541
69.300000;473.319000;468.840538;490.358480
69.400000;474.696000;486.025998;491.161959
69.500000;476.075000;427.364003;492.999080
69.600000;477.456000;506.220326;490.942133
69.700000;478.839000;508.190638;493.993721
69.800000;480.224000;456.015411;497.026359
69.900000;481.611000;448.051024;496.545344
70.000000;483.000000;509.878225;495.518738
70.100000;484.391000;437.469111;498.469956
70.200000;485.784000;468.953638;496.607510
70.300000;487.179000;491.941789;496.793730
70.400000;488.576000;448.862738;498.415463
70.500000;489.975000;516.362485;497.163089
70.600000;491.376000;525.806721;500.266992
70.700000;492.779000;494.867632;503.838734
70.800000;494.184000;520.127883;505.255182
70.900000;495.591000;543.852235;508.212055
71.000000;497.000000;486.163843;512.558952
71.100000;498.411000;498.821181;512.994911
71.200000;499.824000;539.755444;514.186211
71.300000;501.239000;514.651705;517.933338
71.400000;502.656000;495.102624;519.890438
71.500000;504.075000;535.587994;520.473232
71.600000;505.496000;555.480135;523.600740
71.700000;506.919000;516.003273;527.860475
71.800000;508.344000;498.123069;529.382411
71.900000;509.771000;530.038123;529.648505
72.000000;511.200000;511.082682;531.913694
72.100000;512.631000;534.283110;532.830407
72.200000;514.064000;522.991303;535.162957
72.300000;515.499000;465.730746;536.639326
72.400000;516.936000;510.842669;534.321140
72.500000;518.375000;524.872243;534.940349
72.600000;519.816000;479.658472;536.397503
72.700000;521.259000;547.330506;534.842903
72.800000;522.704000;549.586559;537.660704
72.900000;524.151000;511.255736;540.487447
73.000000;525.600000;503.085643;540.702552
73.100000;527.051000;492.997195;540.337637
73.200000;528.504000;569.588871;539.289431
73.300000;529.959000;504.123183;543.175448
73.400000;531.416000;488.485996;542.667663
73.500000;532.875000;533.346821;541.124876
73.600000;534.336000;569.442338;542.486992
73.700000;535.799000;506.659980;546.094592
73.800000;537.264000;487.285886;545.492750
73.900000;538.731000;547.414853;543.620082
74.000000;540.200000;502.408159;545.650659
74.100000;541.671000;562.693154;544.673809
74.200000;543.144000;583.448427;547.582654
74.300000;544.619000;520.437972;551.699389
74.400000;546.096000;567.640895;551.577086
74.500000;547.575000;509.229594;554.465387
74.600000;549.056000;558.796305;553.450731
74.700000;550.539000;550.976119;555.628591
74.800000;552.024000;517.766832;557.192111
74.900000;553.511000;603.103457;556.522528
75.000000;555.000000;551.693345;561.342973
75.100000;556.491000;540.038109;562.649100
75.200000;557.984000;563.812174;563.119429
75.300000;559.479000;579.525569;565.067823
75.400000;560.976000;537.647670;567.925802
75.500000;562.475000;513.375941;567.946359
75.600000;563.976000;541.511778;566.358380
75.700000;565.479000;565.905529;566.598253
75.800000;566.984000;572.435294;568.366537
75.900000;568.491000;534.868672;570.460658
76.000000;570.000000;608.308579;570.023875
76.100000;571.511000;558.380457;574.302194
76.200000;573.024000;596.620704;575.180067
76.300000;574.539000;556.844916;578.456632
76.400000;576.056000;569.768845;579.018491
76.500000;577.575000;613.813979;580.354418
76.600000;579.096000;613.382993;584.447502
76.700000;580.619000;558.119183;588.336162
76.800000;582.144000;609.971017;588.486375
76.900000;583.671000;536.976947;591.931685
77.000000;585.200000;564.711902;590.508078
77.100000;586.731000;548.510677;590.875076
77.200000;588.264000;600.250546;590.140973
77.300000;589.799000;639.775519;592.727299
77.400000;591.336000;616.555453;597.737486
77.500000;592.875000;568.872348;601.041019
77.600000;594.416000;549.218058;601.112596
77.700000;595.959000;563.449541;599.866470
77.800000;597.504000;631.878647;599.534358
77.900000;599.051000;621.120892;603.585608
78.000000;600.600000;602.758484;606.766549
78.100000;602.151000;618.601971;608.612777
78.200000;603.704000;642.049997;611.374094
78.300000;605.259000;557.816995;615.510371
78.400000;606.816000;606.335958;614.026495
78.500000;608.375000;638.455712;615.672677
78.600000;609.936000;606.045000;619.289655
78.700000;611.499000;591.151409;620.647902
78.800000;613.064000;590.395209;620.950781
78.900000;614.631000;580.571061;621.145824
79.000000;616.200000;597.784519;620.652742
79.100000;617.771000;629.672917;621.240329
79.200000;619.344000;620.312777;623.821474
79.300000;620.919000;665.308429;625.669116
79.400000;622.496000;574.262882;630.313808
79.500000;624.075000;633.228657;628.884043
79.600000;625.656000;670.465618;631.258238
79.700000;627.239000;628.920202;635.910718
79.800000;628.824000;628.545815;637.681365
79.900000;630.411000;645.383817;639.319503
80.000000;632.000000;660.357905;641.939984
80.100000;633.591000;617.624714;645.389816
80.200000;635.184000;646.346696;645.916837
80.300000;636.779000;685.556998;648.227133
80.400000;638.376000;588.601482;652.939271
80.500000;639.975000;672.822918;651.186599
80.600000;641.576000;678.589469;654.871631
80.700000;643.179000;615.472559;658.754616
80.800000;644.784000;661.231742;658.382273
80.900000;646.391000;613.900758;660.919262
81.000000;648.000000;662.158861;660.264265
81.100000;649.611000;634.302068;662.690544
81.200000;651.224000;693.787598;663.186628
81.300000;652.839000;653.987172;667.451745
81.400000;654.456000;670.995405;668.955257
81.500000;656.075000;615.690987;671.452053
81.600000;657.696000;609.608823;670.243337
81.700000;659.319000;628.697804;668.627683
81.800000;660.944000;666.150677;668.245685
81.900000;662.571000;706.680171;670.244440
82.000000;664.200000;641.507843;674.745166
82.100000;665.831000;691.362861;674.843732
82.200000;667.464000;648.652895;678.105790
82.300000;669.099000;653.912365;678.454823
82.400000;670.736000;674.883807;679.081290
82.500000;672.375000;685.160740;680.991012
82.600000;674.016000;683.064901;683.452162
82.700000;675.659000;696.937979;685.647682
82.800000;677.304000;653.795287;688.615916
82.900000;678.951000;631.972272;688.651616
83.000000;680.600000;714.913970;687.226641
83.100000;682.251000;683.833144;691.151098
83.200000;683.904000;715.079957;692.892688
83.300000;685.559000;733.299573;696.543341
83.400000;687.216000;726.403568;701.198814
83.500000;688.875000;715.610383;705.203070
83.600000;690.536000;739.946327;708.323363
83.700000;692.199000;716.694786;712.853590
83.800000;693.864000;712.066197;715.674986
83.900000;695.531000;685.416115;718.043420
84.000000;697.200000;721.755354;718.552154
84.100000;698.871000;678.423591;721.327037
84.200000;700.544000;682.748809;721.153349
84.300000;702.219000;669.300622;721.203409
84.400000;703.896000;680.668283;720.325025
84.500000;705.575000;735.400855;720.152122
84.600000;707.256000;698.627909;723.462002
84.700000;708.939000;748.208936;724.236295
84.800000;710.624000;736.394954;728.129751
84.900000;712.311000;747.333308;731.078040
85.000000;714.000000;746.110368;734.578561
85.100000;715.691000;718.288423;737.827090
85.200000;717.384000;756.431333;739.114057
85.300000;719.079000;738.708300;742.759742
85.400000;720.776000;746.971544;745.081542
85.500000;722.475000;710.969320;747.798541
85.600000;724.176000;676.064157;748.040993
85.700000;725.879000;742.084470;745.961253
85.800000;727.584000;723.412832;748.150483
85.900000;729.291000;769.456612;749.005843
86.000000;731.000000;712.894577;752.747089
86.100000;732.711000;709.169273;752.658515
86.200000;734.424000;709.385517;752.274892
86.300000;736.139000;715.529620;751.862250
86.400000;737.856000;751.217464;751.806167
86.500000;739.575000;769.537336;754.003174
86.600000;741.296000;742.809620;757.259321
86.700000;743.019000;711.801966;758.632094
86.800000;744.744000;779.866978;757.906371
86.900000;746.471000;737.821916;761.544908
87.000000;748.200000;700.691924;762.300008
87.100000;749.931000;758.013888;760.582716
87.200000;751.664000;722.444834;762.570662
87.300000;753.399000;773.645872;762.150059
87.400000;755.136000;780.858813;764.999403
87.500000;756.875000;757.534735;768.173499
87.600000;758.616000;768.390171;769.689789
87.700000;760.359000;772.982436;771.807228
87.800000;762.104000;760.496578;774.101734
87.900000;763.851000;757.923076;775.464906
88.000000;765.600000;782.189062;776.566621
88.100000;767.351000;772.870263;779.147626
88.200000;769.104000;765.081199;780.992138
88.300000;770.859000;772.638829;782.222380
88.400000;772.616000;787.471331;783.848802
88.500000;774.375000;752.476378;786.328015
88.600000;776.136000;775.307317;786.416513
88.700000;777.899000;802.858427;787.924183
88.800000;779.664000;789.278101;791.109899
88.900000;781.431000;815.740462;793.263910
89.000000;783.200000;813.457238;797.002723
89.100000;784.971000;828.763259;800.418303
89.200000;786.744000;821.108192;804.654306
89.300000;788.519000;774.038562;808.200214
89.400000;790.296000;751.450007;808.533342
89.500000;792.075000;794.304990;807.338538
89.600000;793.856000;749.989241;808.890901
89.700000;795.639000;781.257958;807.477332
89.800000;797.424000;845.558293;808.073773
89.900000;799.211000;844.348982;812.747823
90.000000;801.000000;819.985166;817.137861
90.100000;802.791000;831.032209;819.756300
90.200000;804.584000;783.858705;822.944339
90.300000;806.379000;838.138264;822.925542
90.400000;808.176000;808.268925;826.351507
90.500000;809.975000;833.591629;827.679777
90.600000;811.776000;845.999991;830.539814
90.700000;813.579000;858.084679;834.047882
90.800000;815.384000;865.352037;838.160542
90.900000;817.191000;866.593112;842.545246
91.000000;819.000000;821.786320;846.801957
91.100000;820.811000;845.744975;847.961352
91.200000;822.624000;799.214738;850.561410
91.300000;824.439000;804.793216;850.006862
91.400000;826.256000;806.097532;849.764473
91.500000;828.075000;860.109800;849.550681
91.600000;829.896000;875.705367;852.767745
91.700000;831.719000;856.507429;856.824832
91.800000;833.544000;844.637116;859.447656
91.900000;835.371000;823.827496;861.154670
92.000000;837.200000;788.748526;861.398922
92.100000;839.031000;821.998850;859.308645
92.200000;840.864000;793.450038;859.372175
92.300000;842.699000;864.423314;857.534231
92.400000;844.536000;811.045006;860.281459
92.500000;846.375000;889.651789;859.441081
92.600000;848.216000;820.175714;863.647715
92.700000;850.059000;876.827354;863.180910
92.800000;851.904000;892.458567;866.331985
92.900000;853.751000;890.991740;870.335868
93.000000;855.600000;814.171739;874.059455
93.100000;857.451000;858.123869;872.647630
93.200000;859.304000;832.917496;874.062112
93.300000;861.159000;846.506537;873.749586
93.400000;863.016000;885.678409;874.271063
93.500000;864.875000;869.442390;877.251505
93.600000;866.736000;889.978159;879.035014
93.700000;868.599000;886.448144;882.032762
93.800000;870.464000;834.408750;884.651379
93.900000;872.331000;836.110276;883.772093
94.000000;874.200000;890.231403;882.977985
94.100000;876.071000;887.138719;885.651144
94.200000;877.944000;910.257269;887.986892
94.300000;879.819000;910.145242;891.686653
94.400000;881.696000;885.724396;895.205381
94.500000;883.575000;910.975341;896.978541
94.600000;885.456000;932.679856;900.267481
94.700000;887.339000;851.180574;904.792921
94.800000;889.224000;889.859488;903.852993
94.900000;891.111000;867.543737;905.381327
95.000000;893.000000;930.188486;905.362893
95.100000;894.891000;857.214926;909.331480
95.200000;896.784000;878.282363;908.405448
95.300000;898.679000;860.117208;908.813418
95.400000;900.576000;876.073675;907.982193
95.500000;902.475000;866.959493;908.155965
95.600000;904.376000;928.597351;907.686067
95.700000;906.279000;892.968520;911.160575
95.800000;908.184000;950.680329;912.174120
95.900000;910.091000;918.459880;916.829426
96.000000;912.000000;936.631660;919.202996
96.100000;913.911000;912.405652;922.619235
96.200000;915.824000;920.569107;924.307013
96.300000;917.739000;927.925408;926.412033
96.400000;919.656000;937.866575;928.868351
96.500000;921.575000;958.763348;931.830682
96.600000;923.496000;925.448417;935.988385
96.700000;925.419000;933.618975;937.802493
96.800000;927.344000;909.066847;940.025489
96.900000;929.271000;911.794246;940.532381
97.000000;931.200000;972.427631;941.140102
97.100000;933.131000;883.458273;945.583012
97.200000;935.064000;890.406369;944.081604
97.300000;936.999000;950.891735;943.020084
97.400000;938.936000;962.039194;945.841607
97.500000;940.875000;942.052191;949.236241
97.600000;942.816000;979.427774;951.174846
97.700000;944.759000;916.716438;955.405533
97.800000;946.704000;966.311635;955.393773
97.900000;948.651000;925.432989;958.524863
98.000000;950.600000;957.004662;958.858245
98.100000;952.551000;963.391268;961.160527
98.200000;954.504000;999.783296;963.742612
98.300000;956.459000;992.321917;968.530784
98.400000;958.416000;1007.531125;972.621254
98.500000;960.375000;933.038763;977.497152
98.600000;962.336000;962.490464;977.342228
98.700000;964.299000;963.469906;979.027993
98.800000;966.264000;997.501360;980.658224
98.900000;968.231000;1016.823733;984.367762
99.000000;970.200000;969.677515;989.138694
99.100000;972.171000;948.197507;990.645139
99.200000;974.144000;939.778151;990.649126
99.300000;976.119000;993.587485;990.043972
99.400000;978.096000;1021.398745;992.867300
99.500000;980.075000;1023.663849;997.330123
99.600000;982.056000;964.084244;1001.728691
99.700000;984.039000;943.274344;1002.072184
99.800000;986.024000;1018.704508;1000.994818
99.900000;988.011000;967.352239;1004.755499
